,index,CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment,Cluster
3410,3410,3456.0,194,4,21551.0,1,1,1,111,Hibernating,1
3411,3411,3455.0,62,9,48318.0,2,1,2,212,Hibernating,5
3412,3412,3454.0,49,3,10495.0,3,1,1,311,Promising,5
3413,3413,3453.0,34,7,11220.0,3,1,1,311,Promising,5
3414,3414,3451.0,42,16,100138.0,3,1,3,313,Promising,5
3415,3415,3447.0,31,15,39090.0,3,1,1,311,Promising,5
3416,3416,3439.0,152,4,31426.0,1,1,1,111,Hibernating,1
3417,3417,3434.0,223,1,22500.0,1,1,1,111,Hibernating,1
3418,3418,3433.0,16,12,186771.0,4,1,3,413,New customers,5
3419,3419,3432.0,6,7,15299.0,4,1,1,411,New customers,5
3420,3420,3430.0,31,2,9570.0,3,1,1,311,Promising,5
3421,3421,3422.0,270,2,30496.0,1,1,1,111,Hibernating,1
3422,3422,3421.0,39,41,39507.0,3,2,2,322,Potential loyalists,5
3423,3423,3416.0,227,25,29149.0,1,2,1,121,Hibernating,1
3424,3424,3415.0,188,7,12983.0,1,1,1,111,Hibernating,1
3425,3425,3414.0,117,14,27795.0,2,1,1,211,Hibernating,5
3426,3426,3411.0,240,16,52214.0,1,1,2,112,Hibernating,1
3427,3427,3407.0,32,1,2650.0,3,1,1,311,Promising,5
3428,3428,3402.0,139,19,155020.0,2,2,3,223,Hibernating,5
3429,3429,3401.0,236,21,52890.0,1,2,2,122,Hibernating,1
3430,3430,3390.0,27,54,54681.0,3,3,2,332,Loyal customers,5
3431,3431,3387.0,118,6,67238.0,2,1,2,212,Hibernating,5
3432,3432,3386.0,373,14,24747.0,1,1,1,111,Hibernating,1
3433,3433,3376.0,291,8,14310.0,1,1,1,111,Hibernating,1
3434,3434,3371.0,82,93,72422.0,2,3,2,232,At risk,5
3435,3435,3353.0,67,39,96178.0,2,2,3,223,Hibernating,5
3436,3436,3352.0,71,1,46200.0,2,1,2,212,Hibernating,5
3437,3437,3350.0,86,3,1763.0,2,1,1,211,Hibernating,5
3438,3438,3346.0,78,7,93775.0,2,1,3,213,Hibernating,5
3439,3439,3341.0,60,6,25424.0,2,1,1,211,Hibernating,5
3440,3440,3339.0,369,10,41437.0,1,1,2,112,Hibernating,1
3441,3441,3338.0,16,2,4170.0,4,1,1,411,New customers,5
3442,3442,3337.0,25,19,39303.0,3,2,2,322,Potential loyalists,5
3443,3443,3336.0,12,9,17285.0,4,1,1,411,New customers,5
3444,3444,3333.0,187,8,13967.0,1,1,1,111,Hibernating,1
3445,3445,3330.0,53,11,25652.0,2,1,1,211,Hibernating,5
3446,3446,3322.0,134,10,21583.0,2,1,1,211,Hibernating,5
3447,3447,3319.0,191,12,21842.0,1,1,1,111,Hibernating,1
3448,3448,3318.0,39,23,45546.0,3,2,2,322,Potential loyalists,5
3449,3449,3316.0,113,7,15182.0,2,1,1,211,Hibernating,5
3450,3450,3309.0,4,86,203163.0,4,3,3,433,Champions,5
3451,3451,3305.0,361,15,52538.0,1,1,2,112,Hibernating,1
3452,3452,3302.0,24,149,124231.0,3,4,3,343,Loyal customers,5
3453,3453,3301.0,100,23,40258.0,2,2,2,222,Hibernating,5
3454,3454,3296.0,66,24,48005.0,2,2,2,222,Hibernating,5
3455,3455,3293.0,90,18,39270.0,2,2,1,221,Hibernating,5
3456,3456,3289.0,283,12,13624.0,1,1,1,111,Hibernating,1
3457,3457,3286.0,12,5,9998.0,4,1,1,411,New customers,5
3458,3458,3284.0,22,3,12000.0,3,1,1,311,Promising,5
3459,3459,3282.0,374,17,36396.0,1,1,1,111,Hibernating,1
3460,3460,3275.0,68,48,82704.0,2,3,2,232,At risk,5
3461,3461,3271.0,261,40,41932.0,1,2,2,122,Hibernating,1
3462,3462,3270.0,49,54,57182.0,3,3,2,332,Loyal customers,5
3463,3463,3267.0,299,1,3552.0,1,1,1,111,Hibernating,1
3464,3464,3262.0,8,42,107474.0,4,3,3,433,Champions,5
3465,3465,3260.0,319,7,16365.0,1,1,1,111,Hibernating,1
3466,3466,3259.0,215,13,30532.0,1,1,1,111,Hibernating,1
3467,3467,3255.0,375,9,23431.0,1,1,1,111,Hibernating,1
3468,3468,3245.0,177,13,38626.0,1,1,1,111,Hibernating,1
3469,3469,3243.0,58,1,51552.0,2,1,2,212,Hibernating,5
3470,3470,3231.0,263,37,36747.0,1,2,1,121,Hibernating,1
3471,3471,3226.0,275,2,93600.0,1,1,3,113,Hibernating,1
3472,3472,3225.0,79,19,63310.0,2,2,2,222,Hibernating,5
3473,3473,3221.0,4,22,209357.0,4,2,3,423,Potential loyalists,5
3474,3474,3213.0,256,4,143160.0,1,1,3,113,Hibernating,1
3475,3475,3211.0,139,10,73116.0,2,1,2,212,Hibernating,5
3476,3476,3209.0,294,1,875.0,1,1,1,111,Hibernating,1
3477,3477,3208.0,73,12,29085.0,2,1,1,211,Hibernating,5
3478,3478,3199.0,374,3,14783.0,1,1,1,111,Hibernating,1
3479,3479,3194.0,32,6,195229.0,3,1,3,313,Promising,5
3480,3480,3191.0,17,20,49638.0,4,2,2,422,Potential loyalists,5
3481,3481,3188.0,363,9,17591.0,1,1,1,111,Hibernating,1
3482,3482,3186.0,198,2,8688.0,1,1,1,111,Hibernating,1
3483,3483,3185.0,373,8,13708.0,1,1,1,111,Hibernating,1
3484,3484,3176.0,173,14,29753.0,1,1,1,111,Hibernating,1
3485,3485,3173.0,5,34,94075.0,4,2,3,423,Potential loyalists,5
3486,3486,3172.0,106,12,33334.0,2,1,1,211,Hibernating,5
3487,3487,3168.0,223,9,25108.0,1,1,1,111,Hibernating,1
3488,3488,3161.0,81,48,109831.0,2,3,3,233,At risk,5
3489,3489,3158.0,6,9,23410.0,4,1,1,411,New customers,5
3490,3490,3155.0,236,5,21501.0,1,1,1,111,Hibernating,1
3491,3491,3151.0,33,66,146993.0,3,3,3,333,Loyal customers,5
3492,3492,3150.0,187,10,15319.0,1,1,1,111,Hibernating,1
3493,3493,3149.0,220,6,10530.0,1,1,1,111,Hibernating,1
3494,3494,3144.0,41,30,32543.0,3,2,1,321,Potential loyalists,5
3495,3495,3140.0,21,12,30020.0,3,1,1,311,Promising,5
3496,3496,3133.0,233,13,27140.0,1,1,1,111,Hibernating,1
3497,3497,3132.0,250,8,51949.0,1,1,2,112,Hibernating,1
3498,3498,3130.0,374,14,28602.0,1,1,1,111,Hibernating,1
3499,3499,3129.0,115,6,42924.0,2,1,2,212,Hibernating,5
3500,3500,3126.0,72,28,61960.0,2,2,2,222,Hibernating,5
3501,3501,3121.0,4,5,17489.0,4,1,1,411,New customers,5
3502,3502,3119.0,20,18,77568.0,3,2,2,322,Potential loyalists,5
3503,3503,3118.0,365,3,18035.0,1,1,1,111,Hibernating,1
3504,3504,3116.0,7,31,65615.0,4,2,2,422,Potential loyalists,5
3505,3505,3108.0,243,17,47281.0,1,1,2,112,Hibernating,1
3506,3506,3107.0,96,32,133577.0,2,2,3,223,Hibernating,5
3507,3507,3103.0,173,3,36648.0,1,1,1,111,Hibernating,1
3508,3508,3102.0,54,5,13588.0,2,1,1,211,Hibernating,5
3509,3509,3101.0,4,45,166627.0,4,3,3,433,Champions,5
3510,3510,3097.0,145,1,54144.0,1,1,2,112,Hibernating,5
3511,3511,3092.0,173,15,34920.0,1,1,1,111,Hibernating,1
3512,3512,3088.0,28,12,23637.0,3,1,1,311,Promising,5
3513,3513,3086.0,279,17,20097.0,1,1,1,111,Hibernating,1
3514,3514,3085.0,31,6,12046.0,3,1,1,311,Promising,5
3515,3515,3081.0,373,13,31095.0,1,1,1,111,Hibernating,1
3516,3516,3079.0,21,3,11112.0,3,1,1,311,Promising,5
3517,3517,3078.0,36,4,115056.0,3,1,3,313,Promising,5
3518,3518,3075.0,8,11,46376.0,4,1,2,412,New customers,5
3519,3519,3073.0,163,15,12434.0,1,1,1,111,Hibernating,1
3520,3520,3063.0,193,19,15618.0,1,2,1,121,Hibernating,1
3521,3521,3057.0,90,28,69768.0,2,2,2,222,Hibernating,5
3522,3522,3055.0,165,18,41940.0,1,2,2,122,Hibernating,1
3523,3523,3054.0,275,13,29306.0,1,1,1,111,Hibernating,1
3524,3524,3051.0,83,2,10559.0,2,1,1,211,Hibernating,5
3525,3525,3047.0,83,3,13908.0,2,1,1,211,Hibernating,5
3526,3526,3043.0,220,9,26288.0,1,1,1,111,Hibernating,1
3527,3527,3041.0,64,99,229732.0,2,3,4,234,At risk,5
3528,3528,3040.0,73,1,734.0,2,1,1,211,Hibernating,5
3529,3529,3038.0,151,11,40792.0,1,1,2,112,Hibernating,1
3530,3530,3036.0,199,20,22390.0,1,2,1,121,Hibernating,1
3531,3531,3034.0,212,2,388.0,1,1,1,111,Hibernating,1
3532,3532,3030.0,71,24,46056.0,2,2,2,222,Hibernating,5
3533,3533,3026.0,29,17,25517.0,3,1,1,311,Promising,5
3534,3534,3025.0,65,8,45888.0,2,1,2,212,Hibernating,5
3535,3535,3023.0,59,6,34727.0,2,1,1,211,Hibernating,5
3536,3536,3022.0,111,2,28507.000000000004,2,1,1,211,Hibernating,5
3537,3537,3020.0,264,9,30820.0,1,1,1,111,Hibernating,1
3538,3538,3018.0,303,21,43146.0,1,2,2,122,Hibernating,1
3539,3539,3017.0,195,5,17636.0,1,1,1,111,Hibernating,1
3540,3540,3010.0,23,7,14333.0,3,1,1,311,Promising,5
3541,3541,3009.0,57,31,34447.0,2,2,1,221,Hibernating,5
3542,3542,3008.0,54,35,18987.0,2,2,1,221,Hibernating,5
3543,3543,3003.0,305,5,33756.0,1,1,1,111,Hibernating,1
3544,3544,3002.0,72,23,54904.0,2,2,2,222,Hibernating,5
3545,3545,2994.0,59,83,303664.0,2,3,4,234,At risk,5
3546,3546,2990.0,329,4,13168.0,1,1,1,111,Hibernating,1
3547,3547,2988.0,61,59,69213.0,2,3,2,232,At risk,5
3548,3548,2985.0,62,31,163178.0,2,2,3,223,Hibernating,5
3549,3549,2983.0,251,23,51182.0,1,2,2,122,Hibernating,1
3550,3550,2982.0,268,4,88140.0,1,1,3,113,Hibernating,1
3551,3551,2976.0,3,76,62530.0,4,3,2,432,Champions,5
3552,3552,2974.0,21,18,48036.0,3,2,2,322,Potential loyalists,5
3553,3553,2971.0,55,5,14180.0,2,1,1,211,Hibernating,5
3554,3554,2959.0,22,57,136603.0,3,3,3,333,Loyal customers,5
3555,3555,2955.0,45,38,72533.0,3,2,2,322,Potential loyalists,5
3556,3556,2954.0,161,2,10674.0,1,1,1,111,Hibernating,1
3557,3557,2949.0,285,20,11915.0,1,2,1,121,Hibernating,1
3558,3558,2948.0,158,11,27120.0,1,1,1,111,Hibernating,1
3559,3559,2946.0,12,30,1448208.0,4,2,4,424,Potential loyalists,5
3560,3560,2942.0,6,319,346057.0,4,4,4,444,Champions,0
3561,3561,2941.0,49,18,71674.0,3,2,2,322,Potential loyalists,5
3562,3562,2939.0,198,1,23750.000000000004,1,1,1,111,Hibernating,1
3563,3563,2936.0,173,56,136474.0,1,3,3,133,At risk,1
3564,3564,2935.0,220,3,43056.0,1,1,2,112,Hibernating,1
3565,3565,2931.0,331,14,26600.0,1,1,1,111,Hibernating,1
3566,3566,2927.0,264,1,37000.0,1,1,1,111,Hibernating,1
3567,3567,2926.0,217,41,88527.0,1,2,3,123,Hibernating,1
3568,3568,2923.0,127,11,31426.0,2,1,1,211,Hibernating,5
3569,3569,2918.0,122,17,39900.0,2,1,2,212,Hibernating,5
3570,3570,2910.0,177,6,110868.0,1,1,3,113,Hibernating,1
3571,3571,2903.0,75,61,106260.0,2,3,3,233,At risk,5
3572,3572,2899.0,51,18,116825.0,3,2,3,323,Potential loyalists,5
3573,3573,2896.0,267,13,106390.0,1,1,3,113,Hibernating,1
3574,3574,2891.0,53,69,221259.0,2,3,4,234,At risk,5
3575,3575,2889.0,171,16,21387.0,1,1,1,111,Hibernating,1
3576,3576,2879.0,72,22,62066.0,2,2,2,222,Hibernating,5
3577,3577,2878.0,44,37,125491.0,3,2,3,323,Potential loyalists,5
3578,3578,2874.0,211,8,36966.0,1,1,1,111,Hibernating,1
3579,3579,2869.0,30,84,405046.0,3,3,4,334,Loyal customers,5
3580,3580,2868.0,236,15,34611.0,1,1,1,111,Hibernating,1
3581,3581,2864.0,83,6,17310.0,2,1,1,211,Hibernating,5
3582,3582,2860.0,89,45,147561.0,2,3,3,233,At risk,5
3583,3583,2858.0,26,19,45412.0,3,2,2,322,Potential loyalists,5
3584,3584,2853.0,361,18,49208.0,1,2,2,122,Hibernating,1
3585,3585,2850.0,78,14,48552.0,2,1,2,212,Hibernating,5
3586,3586,2847.0,43,6,26436.0,3,1,1,311,Promising,5
3587,3587,2846.0,16,11,27300.0,4,1,1,411,New customers,5
3588,3588,2838.0,74,11,39478.0,2,1,2,212,Hibernating,5
3589,3589,2836.0,61,11,27602.0,2,1,1,211,Hibernating,5
3590,3590,2835.0,139,8,24684.0,2,1,1,211,Hibernating,5
3591,3591,2833.0,95,58,127367.0,2,3,3,233,At risk,5
3592,3592,2831.0,16,84,171583.0,4,3,3,433,Champions,5
3593,3593,2829.0,61,3,8070.0,2,1,1,211,Hibernating,5
3594,3594,2824.0,236,6,97873.0,1,1,3,113,Hibernating,1
3595,3595,2823.0,257,2,4022.0,1,1,1,111,Hibernating,1
3596,3596,2820.0,282,14,49072.0,1,1,2,112,Hibernating,1
3597,3597,2814.0,6,18,48504.0,4,2,2,422,Potential loyalists,5
3598,3598,2813.0,306,1,14328.0,1,1,1,111,Hibernating,1
3599,3599,2811.0,166,29,93665.0,1,2,3,123,Hibernating,1
3600,3600,2809.0,251,1,18160.0,1,1,1,111,Hibernating,1
3601,3601,2794.0,368,13,33888.0,1,1,1,111,Hibernating,1
3602,3602,2792.0,53,16,41074.0,2,1,2,212,Hibernating,5
3603,3603,2789.0,60,30,178981.0,2,2,3,223,Hibernating,5
3604,3604,2788.0,10,16,55740.0,4,1,2,412,New customers,5
3605,3605,2783.0,185,30,23673.0,1,2,1,121,Hibernating,1
3606,3606,2778.0,21,31,371084.0,3,2,4,324,Potential loyalists,5
3607,3607,2777.0,67,6,14724.0,2,1,1,211,Hibernating,5
3608,3608,2776.0,249,13,54198.0,1,1,2,112,Hibernating,1
3609,3609,2768.0,265,12,38200.0,1,1,1,111,Hibernating,1
3610,3610,2766.0,116,1,2100.0,2,1,1,211,Hibernating,5
3611,3611,2764.0,157,18,39579.0,1,2,2,122,Hibernating,1
3612,3612,2759.0,57,227,349151.0,2,4,4,244,Can't loose them,5
3613,3613,2757.0,17,21,169431.0,4,2,3,423,Potential loyalists,5
3614,3614,2756.0,289,1,9376.0,1,1,1,111,Hibernating,1
3615,3615,2754.0,305,1,15648.0,1,1,1,111,Hibernating,1
3616,3616,2752.0,46,21,43912.0,3,2,2,322,Potential loyalists,5
3617,3617,2743.0,46,68,81782.0,3,3,2,332,Loyal customers,5
3618,3618,2742.0,221,8,14489.0,1,1,1,111,Hibernating,1
3619,3619,2736.0,375,8,32676.0,1,1,1,111,Hibernating,1
3620,3620,2732.0,33,5,245476.0,3,1,4,314,Promising,5
3621,3621,2730.0,12,26,61066.0,4,2,2,422,Potential loyalists,5
3622,3622,2727.0,198,22,57229.0,1,2,2,122,Hibernating,1
3623,3623,2714.0,41,28,51509.0,3,2,2,322,Potential loyalists,5
3624,3624,2713.0,48,32,26458.0,3,2,1,321,Potential loyalists,5
3625,3625,2709.0,5,129,3050434.0,4,4,4,444,Champions,0
3626,3626,2704.0,24,33,62454.0,3,2,2,322,Potential loyalists,5
3627,3627,2696.0,55,35,51379.0,2,2,2,222,Hibernating,5
3628,3628,2694.0,7,3,5044.0,4,1,1,411,New customers,5
3629,3629,2690.0,31,14,29944.0,3,1,1,311,Promising,5
3630,3630,2683.0,18,65,159927.0,4,3,3,433,Champions,5
3631,3631,2678.0,22,34,499878.0,3,2,4,324,Potential loyalists,5
3632,3632,2677.0,304,11,37072.0,1,1,1,111,Hibernating,1
3633,3633,2672.0,76,7,12342.0,2,1,1,211,Hibernating,5
3634,3634,2671.0,32,42,53182.0,3,3,2,332,Loyal customers,5
3635,3635,2665.0,17,19,48880.0,4,2,2,422,Potential loyalists,5
3636,3636,2662.0,367,2,19784.000000000004,1,1,1,111,Hibernating,1
3637,3637,2661.0,277,6,35718.0,1,1,1,111,Hibernating,1
3638,3638,2660.0,134,14,45716.0,2,1,2,212,Hibernating,5
3639,3639,2659.0,319,1,3707.9999999999995,1,1,1,111,Hibernating,1
3640,3640,2657.0,117,18,51188.0,2,2,2,222,Hibernating,5
3641,3641,2651.0,196,12,24747.0,1,1,1,111,Hibernating,1
3642,3642,2649.0,374,11,44328.0,1,1,2,112,Hibernating,1
3643,3643,2648.0,173,25,41978.0,1,2,2,122,Hibernating,1
3644,3644,2644.0,248,12,13716.0,1,1,1,111,Hibernating,1
3645,3645,2642.0,179,19,32958.0,1,2,1,121,Hibernating,1
3646,3646,2640.0,174,7,21188.0,1,1,1,111,Hibernating,1
3647,3647,2637.0,9,30,21842.0,4,2,1,421,Potential loyalists,5
3648,3648,2633.0,369,4,8037.0,1,1,1,111,Hibernating,1
3649,3649,2630.0,150,11,22317.0,1,1,1,111,Hibernating,1
3650,3650,2629.0,254,40,33100.0,1,2,1,121,Hibernating,1
3651,3651,2626.0,82,10,20516.0,2,1,1,211,Hibernating,5
3652,3652,2625.0,61,12,25046.0,2,1,1,211,Hibernating,5
3653,3653,2624.0,94,16,40134.0,2,1,2,212,Hibernating,5
3654,3654,2615.0,278,15,23647.0,1,1,1,111,Hibernating,1
3655,3655,2611.0,26,20,271764.0,3,2,4,324,Potential loyalists,5
3656,3656,2610.0,26,18,7833.0,3,2,1,321,Potential loyalists,5
3657,3657,2600.0,190,22,19122.0,1,2,1,121,Hibernating,1
3658,3658,2596.0,47,11,21384.0,3,1,1,311,Promising,5
3659,3659,2595.0,305,8,13631.0,1,1,1,111,Hibernating,1
3660,3660,2591.0,13,160,3244494.0,4,4,4,444,Champions,0
3661,3661,2589.0,51,10,14773.0,3,1,1,311,Promising,5
3662,3662,2580.0,173,20,64792.0,1,2,2,122,Hibernating,1
3663,3663,2578.0,4,33,109130.0,4,2,3,423,Potential loyalists,5
3664,3664,2577.0,45,62,67494.0,3,3,2,332,Loyal customers,5
3665,3665,2554.0,15,12,119689.0,4,1,3,413,New customers,5
3666,3666,2546.0,11,43,303411.0,4,3,4,434,Champions,5
3667,3667,2545.0,28,20,43659.0,3,2,2,322,Potential loyalists,5
3668,3668,2541.0,246,7,14120.0,1,1,1,111,Hibernating,1
3669,3669,2540.0,69,25,31453.0,2,2,1,221,Hibernating,5
3670,3670,2539.0,7,10,73949.0,4,1,2,412,New customers,5
3671,3671,2538.0,13,114,5068622.0,4,4,4,444,Champions,4
3672,3672,2536.0,65,11,39472.0,2,1,2,212,Hibernating,5
3673,3673,2532.0,220,7,28544.0,1,1,1,111,Hibernating,1
3674,3674,2531.0,26,9,22333.0,3,1,1,311,Promising,5
3675,3675,2527.0,52,28,55687.0,3,2,2,322,Potential loyalists,5
3676,3676,2526.0,311,1,13968.0,1,1,1,111,Hibernating,1
3677,3677,2522.0,41,21,17550.0,3,2,1,321,Potential loyalists,5
3678,3678,2518.0,78,3,5376.0,2,1,1,211,Hibernating,5
3679,3679,2516.0,51,9,23444.0,3,1,1,311,Promising,5
3680,3680,2515.0,67,8,59680.0,2,1,2,212,Hibernating,5
3681,3681,2511.0,283,10,18424.0,1,1,1,111,Hibernating,1
3682,3682,2510.0,214,14,40426.0,1,1,2,112,Hibernating,1
3683,3683,2508.0,217,5,10284.0,1,1,1,111,Hibernating,1
3684,3684,2498.0,239,7,19030.0,1,1,1,111,Hibernating,1
3685,3685,2497.0,146,118,158934.0,1,4,3,143,Can't loose them,5
3686,3686,2495.0,144,19,41309.0,1,2,2,122,Hibernating,5
3687,3687,2493.0,287,6,20033.0,1,1,1,111,Hibernating,1
3688,3688,2489.0,203,6,18864.0,1,1,1,111,Hibernating,1
3689,3689,2487.0,266,5,24768.0,1,1,1,111,Hibernating,1
3690,3690,2484.0,18,18,37754.0,4,2,1,421,Potential loyalists,5
3691,3691,2479.0,255,2,15372.0,1,1,1,111,Hibernating,1
3692,3692,2477.0,121,9,29186.0,2,1,1,211,Hibernating,5
3693,3693,2475.0,119,10,26987.0,2,1,1,211,Hibernating,5
3694,3694,2474.0,26,53,179010.0,3,3,3,333,Loyal customers,5
3695,3695,2471.0,53,12,46356.0,2,1,2,212,Hibernating,5
3696,3696,2464.0,297,12,21026.0,1,1,1,111,Hibernating,1
3697,3697,2462.0,220,1,13968.0,1,1,1,111,Hibernating,1
3698,3698,2459.0,51,17,47165.0,3,1,2,312,Promising,5
3699,3699,2458.0,107,9,20422.0,2,1,1,211,Hibernating,5
3700,3700,2457.0,321,5,45748.0,1,1,2,112,Hibernating,1
3701,3701,2453.0,26,1,5160.0,3,1,1,311,Promising,5
3702,3702,2449.0,94,6,155976.0,2,1,3,213,Hibernating,5
3703,3703,2446.0,343,2,88440.0,1,1,3,113,Hibernating,1
3704,3704,2443.0,19,51,73419.0,4,3,2,432,Champions,5
3705,3705,2436.0,53,15,30040.0,2,1,1,211,Hibernating,5
3706,3706,2435.0,90,25,90636.0,2,2,3,223,Hibernating,5
3707,3707,2425.0,5,16,155064.0,4,1,3,413,New customers,5
3708,3708,2420.0,44,6,21939.0,3,1,1,311,Promising,5
3709,3709,2418.0,53,6,15752.0,2,1,1,211,Hibernating,5
3710,3710,2411.0,87,2,8160.0,2,1,1,211,Hibernating,5
3711,3711,2410.0,9,47,191711.0,4,3,3,433,Champions,5
3712,3712,2406.0,36,22,45279.0,3,2,2,322,Potential loyalists,5
3713,3713,2402.0,47,24,57286.0,3,2,2,322,Potential loyalists,5
3714,3714,2399.0,56,9,109452.0,2,1,3,213,Hibernating,5
3715,3715,2393.0,163,13,14765.0,1,1,1,111,Hibernating,1
3716,3716,2391.0,38,45,113185.0,3,3,3,333,Loyal customers,5
3717,3717,2383.0,20,7,28303.0,3,1,1,311,Promising,5
3718,3718,2382.0,53,8,21018.0,2,1,1,211,Hibernating,5
3719,3719,2380.0,357,1,14742.0,1,1,1,111,Hibernating,1
3720,3720,2366.0,289,28,16815.0,1,2,1,121,Hibernating,1
3721,3721,2362.0,164,24,12304.0,1,2,1,121,Hibernating,1
3722,3722,2353.0,36,4,15938.0,3,1,1,311,Promising,5
3723,3723,2351.0,25,1,44112.0,3,1,2,312,Promising,5
3724,3724,2350.0,85,10,47020.0,2,1,2,212,Hibernating,5
3725,3725,2341.0,157,7,16342.0,1,1,1,111,Hibernating,1
3726,3726,2339.0,333,1,25082.0,1,1,1,111,Hibernating,1
3727,3727,2334.0,82,13,6892.0,2,1,1,211,Hibernating,5
3728,3728,2323.0,102,2,10728.0,2,1,1,211,Hibernating,5
3729,3729,2315.0,17,11,223736.0,4,1,4,414,New customers,5
3730,3730,2312.0,51,24,59756.0,3,2,2,322,Potential loyalists,5
3731,3731,2311.0,53,24,52462.0,2,2,2,222,Hibernating,5
3732,3732,2306.0,32,7,16688.0,3,1,1,311,Promising,5
3733,3733,2303.0,26,7,20568.0,3,1,1,311,Promising,5
3734,3734,2300.0,363,25,21555.0,1,2,1,121,Hibernating,1
3735,3735,2294.0,331,9,20334.0,1,1,1,111,Hibernating,1
3736,3736,2290.0,257,2,68880.0,1,1,2,112,Hibernating,1
3737,3737,2282.0,24,10,20764.0,3,1,1,311,Promising,5
3738,3738,2280.0,21,6,17184.0,3,1,1,311,Promising,5
3739,3739,2276.0,47,2,11010.0,3,1,1,311,Promising,5
3740,3740,2273.0,25,8,22032.0,3,1,1,311,Promising,5
3741,3741,2268.0,173,10,25753.0,1,1,1,111,Hibernating,1
3742,3742,2265.0,265,34,33300.0,1,2,1,121,Hibernating,1
3743,3743,2260.0,96,12,90784.0,2,1,3,213,Hibernating,5
3744,3744,2256.0,113,14,35212.0,2,1,1,211,Hibernating,5
3745,3745,2255.0,326,7,11703.0,1,1,1,111,Hibernating,1
3746,3746,2251.0,181,1,61600.0,1,1,2,112,Hibernating,1
3747,3747,2248.0,41,12,42184.0,3,1,2,312,Promising,5
3748,3748,2236.0,22,4,52590.0,3,1,2,312,Promising,5
3749,3749,2234.0,76,44,85528.0,2,3,2,232,At risk,5
3750,3750,2230.0,362,7,62856.0,1,1,2,112,Hibernating,1
3751,3751,2229.0,40,13,51670.0,3,1,2,312,Promising,5
3752,3752,2223.0,378,5,14670.0,1,1,1,111,Hibernating,1
3753,3753,2221.0,74,9,20400.0,2,1,1,211,Hibernating,5
3754,3754,2220.0,371,5,29064.0,1,1,1,111,Hibernating,1
3755,3755,2217.0,7,26,62094.0,4,2,2,422,Potential loyalists,5
3756,3756,2216.0,88,21,40730.0,2,2,2,222,Hibernating,5
3757,3757,2213.0,67,86,78927.0,2,3,2,232,At risk,5
3758,3758,2212.0,54,36,20656.0,2,2,1,221,Hibernating,5
3759,3759,2210.0,209,16,122592.0,1,1,3,113,Hibernating,1
3760,3760,2208.0,33,13,110944.0,3,1,3,313,Promising,5
3761,3761,2207.0,40,57,128821.0,3,3,3,333,Loyal customers,5
3762,3762,2205.0,334,29,54538.0,1,2,2,122,Hibernating,1
3763,3763,2200.0,284,16,29493.0,1,1,1,111,Hibernating,1
3764,3764,2199.0,4,33,69752.0,4,2,2,422,Potential loyalists,5
3765,3765,2198.0,327,1,26300.0,1,1,1,111,Hibernating,1
3766,3766,2195.0,111,1,6800.0,2,1,1,211,Hibernating,5
3767,3767,2191.0,96,12,22403.0,2,1,1,211,Hibernating,5
3768,3768,2189.0,61,23,74482.0,2,2,2,222,Hibernating,5
3769,3769,2188.0,291,31,68949.0,1,2,2,122,Hibernating,1
3770,3770,2180.0,26,102,560456.0,3,4,4,344,Loyal customers,5
3771,3771,2175.0,52,3,25542.0,3,1,1,311,Promising,5
3772,3772,2173.0,173,16,17533.0,1,1,1,111,Hibernating,1
3773,3773,2165.0,18,41,307201.0,4,2,4,424,Potential loyalists,5
3774,3774,2164.0,24,2,43306.0,3,1,2,312,Promising,5
3775,3775,2163.0,29,11,206936.0,3,1,3,313,Promising,5
3776,3776,2162.0,343,6,12736.0,1,1,1,111,Hibernating,1
3777,3777,2160.0,65,23,53042.0,2,2,2,222,Hibernating,5
3778,3778,2159.0,107,12,20580.0,2,1,1,211,Hibernating,5
3779,3779,2158.0,324,10,21688.0,1,1,1,111,Hibernating,1
3780,3780,2156.0,101,77,224040.0,2,3,4,234,At risk,5
3781,3781,2155.0,169,34,69124.0,1,2,2,122,Hibernating,1
3782,3782,2154.0,284,7,33756.0,1,1,1,111,Hibernating,1
3783,3783,2153.0,149,6,11513.0,1,1,1,111,Hibernating,1
3784,3784,2146.0,125,6,43088.0,2,1,2,212,Hibernating,5
3785,3785,2142.0,75,22,41500.0,2,2,2,222,Hibernating,5
3786,3786,2136.0,299,15,45703.0,1,1,2,112,Hibernating,1
3787,3787,2134.0,277,14,31338.0,1,1,1,111,Hibernating,1
3788,3788,2129.0,311,8,17941.0,1,1,1,111,Hibernating,1
3789,3789,2127.0,360,14,39637.0,1,1,2,112,Hibernating,1
3790,3790,2124.0,368,5,41770.0,1,1,2,112,Hibernating,1
3791,3791,2120.0,93,2,11076.0,2,1,1,211,Hibernating,5
3792,3792,2116.0,242,5,12674.0,1,1,1,111,Hibernating,1
3793,3793,2112.0,17,9,47454.0,4,1,2,412,New customers,5
3794,3794,2107.0,64,13,137620.0,2,1,3,213,Hibernating,5
3795,3795,2098.0,17,19,49221.0,4,2,2,422,Potential loyalists,5
3796,3796,2097.0,71,21,57750.0,2,2,2,222,Hibernating,5
3797,3797,2093.0,369,6,10863.0,1,1,1,111,Hibernating,1
3798,3798,2091.0,262,3,6010.0,1,1,1,111,Hibernating,1
